,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Application ID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source
9414,23.0,Voluntary Resignation,Travel_Rarely,1243.0,Research & Development,6,3.0,Marketing,132856,3.0,Male,63.0,4.0,1.0,Sales Representative,1.0,Married,1601.0,12862.0,1.0,Yes,21.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Jora
9415,45.0,Current employee,Travel_Rarely,556.0,Research & Development,25,2.0,Life Sciences,132857,3.0,Male,62.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9416,45.0,Current employee,Travel_Rarely,556.0,Research & Development,25,2.0,Technical Degree,132858,3.0,Male,62.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9417,23.0,Voluntary Resignation,Travel_Rarely,1243.0,Research & Development,6,3.0,Life Sciences,132859,3.0,Male,63.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9418,45.0,Current employee,Travel_Rarely,556.0,Research & Development,25,2.0,Life Sciences,132860,3.0,Male,62.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9419,23.0,Voluntary Resignation,Travel_Rarely,1243.0,Research & Development,6,3.0,Marketing,132861,3.0,Male,63.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9420,45.0,Current employee,Travel_Rarely,556.0,Research & Development,25,2.0,Technical Degree,132862,3.0,Male,62.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9421,23.0,Voluntary Resignation,Travel_Rarely,1243.0,Research & Development,6,3.0,Life Sciences,132863,3.0,Male,63.0,4.0,1.0,Sales Representative,1.0,Married,1601.0,11992.0,1.0,Yes,21.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9422,23.0,Voluntary Resignation,Travel_Rarely,1243.0,Research & Development,6,3.0,Marketing,132864,3.0,Male,63.0,4.0,1.0,Sales Representative,1.0,Married,1601.0,12862.0,1.0,Yes,21.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Jora
9423,45.0,Current employee,Travel_Rarely,556.0,Research & Development,25,2.0,Life Sciences,132865,3.0,Male,62.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9424,45.0,Current employee,Travel_Rarely,556.0,Research & Development,25,2.0,Technical Degree,132866,3.0,Male,62.0,4.0,1.0,Laboratory Technician,1.0,Married,1601.0,3445.0,1.0,Yes,21.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Recruit.net
9425,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Life Sciences,132867,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9426,40.0,Current employee,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,132868,3.0,Male,62.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9428,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Medical,132870,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9429,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Life Sciences,132871,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Single,2694.0,14034.0,1.0,No,11.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Company Website
9430,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Medical,132872,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,15850.0,1.0,No,11.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9431,40.0,Current employee,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,132873,3.0,Male,62.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9432,40.0,Current employee,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,132874,3.0,Male,62.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9433,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Life Sciences,132875,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9434,40.0,Current employee,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,132876,3.0,Male,62.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9435,40.0,Current employee,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,132877,3.0,Male,62.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9436,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Medical,132878,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,4.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9437,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Life Sciences,132879,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Single,2694.0,14034.0,1.0,No,11.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Company Website
9438,24.0,Current employee,Non-Travel,1092.0,Research & Development,9,3.0,Medical,132880,3.0,Male,60.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,15850.0,1.0,No,11.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9439,40.0,Current employee,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,132881,3.0,Male,62.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9440,40.0,Current employee,Travel_Rarely,1137.0,Research & Development,1,4.0,Life Sciences,132882,3.0,Male,62.0,2.0,1.0,Laboratory Technician,2.0,Divorced,2694.0,26551.0,1.0,No,11.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,Seek
9441,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Life Sciences,132883,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,8.0,No,20.0,3.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9442,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132884,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,8.0,No,20.0,3.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9443,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132885,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,1.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9444,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Medical,132886,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,1.0,No,20.0,3.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9445,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132887,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,23352.0,8.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9446,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132888,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,25326.0,1.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9447,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Life Sciences,132889,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,8.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9448,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Medical,132890,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,1.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9449,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Life Sciences,132891,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,8.0,No,20.0,3.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9450,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132892,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,8.0,No,20.0,3.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9451,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132893,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,1.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9452,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Medical,132894,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,1.0,No,20.0,3.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9453,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132895,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,23352.0,8.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9454,26.0,Current employee,Travel_Rarely,482.0,Research & Development,1,2.0,Life Sciences,132896,3.0,Female,62.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,25326.0,1.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9455,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Life Sciences,132897,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,8.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9456,52.0,Current employee,Travel_Rarely,1325.0,Research & Development,11,4.0,Medical,132898,4.0,Female,82.0,3.0,2.0,Laboratory Technician,3.0,Married,3149.0,21821.0,1.0,No,20.0,4.0,2.0,1.0,9.0,3.0,3.0,5.0,2.0,1.0,4.0,Adzuna
9457,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Medical,132899,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9458,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132900,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9459,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132901,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9460,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Life Sciences,132902,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9461,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132903,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9462,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132904,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9463,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Medical,132905,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9464,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Life Sciences,132906,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9465,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Medical,132907,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9466,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132908,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9467,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132909,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9468,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Life Sciences,132910,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9469,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132911,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9470,44.0,Current employee,Travel_Rarely,170.0,Research & Development,1,4.0,Life Sciences,132912,3.0,Male,62.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9471,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Medical,132913,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9472,50.0,Current employee,Travel_Rarely,691.0,Research & Development,2,3.0,Life Sciences,132914,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,1.0,No,16.0,3.0,4.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,GlassDoor
9473,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132915,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9474,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Life Sciences,132916,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9475,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132917,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,0.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9476,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Technical Degree,132918,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9477,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132919,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9478,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132920,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,0.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9479,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Life Sciences,132921,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9480,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Technical Degree,132922,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9481,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132923,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9482,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Life Sciences,132924,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9483,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132925,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,0.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9484,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Technical Degree,132926,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9485,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132927,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9486,29.0,Voluntary Resignation,Travel_Rarely,805.0,Research & Development,1,2.0,Life Sciences,132928,2.0,Female,36.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,0.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9487,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Life Sciences,132929,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9488,56.0,Voluntary Resignation,Travel_Rarely,1162.0,Research & Development,24,2.0,Technical Degree,132930,3.0,Female,62.0,2.0,1.0,Laboratory Technician,1.0,Married,2319.0,6689.0,1.0,Yes,11.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,Company Website
9489,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Medical,132931,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9490,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132932,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9491,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132933,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,1.0,No,11.0,4.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9492,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Marketing,132934,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,2.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9493,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132935,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Adzuna
9494,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132936,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,1.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9495,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Medical,132937,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9496,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Marketing,132938,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,2.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9497,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Medical,132939,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9498,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132940,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9499,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132941,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,1.0,No,11.0,4.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9500,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Marketing,132942,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,2.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9501,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132943,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Adzuna
9502,28.0,Current employee,Travel_Frequently,783.0,Sales,1,2.0,Life Sciences,132944,3.0,Male,63.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,1.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9503,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Medical,132945,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,0.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9504,33.0,Current employee,Travel_Rarely,213.0,Research & Development,7,3.0,Marketing,132946,3.0,Male,49.0,3.0,3.0,Research Director,3.0,Married,11691.0,25995.0,2.0,No,11.0,3.0,4.0,0.0,14.0,3.0,4.0,13.0,9.0,3.0,7.0,Indeed
9505,33.0,Voluntary Resignation,Travel_Rarely,118.0,Sales,16,3.0,Marketing,132947,1.0,Female,69.0,3.0,2.0,Sales Executive,1.0,Single,5324.0,26507.0,5.0,No,15.0,3.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,Adzuna
9506,39.0,Current employee,Non-Travel,1251.0,Sales,21,4.0,Life Sciences,132948,3.0,Female,63.0,3.0,2.0,Sales Executive,1.0,Single,5324.0,26507.0,5.0,No,15.0,3.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,Adzuna
9507,33.0,Voluntary Resignation,Travel_Rarely,118.0,Sales,16,3.0,Medical,132949,1.0,Female,69.0,3.0,2.0,Sales Executive,1.0,Single,5324.0,26507.0,7.0,No,15.0,3.0,3.0,0.0,6.0,3.0,3.0,3.0,2.0,0.0,2.0,Adzuna
